RTAXI -2527.036865 2280.392578 4.984375 120.0 157.498489 
RTAXI 586.952454 -1577.077026 16.179737 120.0 190.215210 
RTAXI 421.283325 -1440.828125 31.440714 120.0 130.564468 
RTAXI 684.119995 -1314.033569 13.711500 120.0 189.062683 
RTAXI 1224.013062 -1135.367432 23.906361 120.0 193.502594 
RTAXI 1337.257935 -1311.127197 13.546874 120.0 278.599121 
RTAXI 1299.226563 -1389.951782 13.492538 120.0 191.588562 
RTAXI 1201.760132 -1524.427124 13.537109 120.0 81.070015 
RTAXI 1116.710205 -1706.559082 13.546838 120.0 183.071106 
RTAXI 1600.256348 -1877.885986 13.539083 120.0 8.014179 
RTAXI 1861.415283 -1099.212158 23.828163 120.0 272.814758 
RTAXI 1816.191895 -1665.854370 13.546925 120.0 276.377289 
RTAXI 1437.850220 -1510.912720 13.541008 120.0 265.814636 
RTAXI 1297.439209 -2062.300049 58.587734 120.0 357.830994 
RTAXI -2221.233398 -75.874390 35.320313 120.0 0.000000 
RTAXI -2152.081299 258.419952 35.320313 120.0 274.007019 
RTAXI -2426.699219 -5.580872 35.320324 120.0 279.984406 
RTAXI -2495.862793 -8.603642 25.765587 120.0 97.695198 
RTAXI -2601.131592 512.518127 14.609412 120.0 101.094498 
RTAXI -2265.639160 -146.089859 35.320313 120.0 278.165375 
RTAXI -2336.247559 -184.819962 35.320313 120.0 189.241959 
RTAXI -2246.403564 274.689728 35.320313 120.0 95.660919 
RTAXI -1952.805908 597.954468 35.171925 120.0 4.840629 
RTAXI -1531.889648 797.376282 7.187500 120.0 85.376320 
RTAXI -1721.646729 1346.250000 7.187500 120.0 128.330811 
RTAXI -2176.338867 1340.752075 7.187500 120.0 186.218674 
RTAXI -2852.065674 1243.715088 5.608795 120.0 227.001144 
RTAXI -2802.747314 890.844971 44.054737 120.0 93.535904 
RTAXI -2859.211914 430.073730 4.500000 120.0 268.212402 
RTAXI -2442.265381 713.765259 35.171875 120.0 188.952606 
RTAXI -2394.681396 768.684692 35.171875 120.0 283.557953 
RTAXI -2274.569092 883.372803 66.648438 120.0 283.557953 
RTAXI -2152.064453 630.656006 52.367226 120.0 283.557953 
RTAXI -2184.734131 573.882690 35.171875 120.0 187.741928 
RTAXI -2334.507324 402.372711 35.164043 120.0 238.166412 
RTAXI -2410.216309 259.315582 35.171925 120.0 85.857605 
RTAXI -1755.244507 1196.457520 25.119370 120.0 190.319916 
RTAXI -2060.880859 1085.068604 55.718750 120.0 180.687347 
RTAXI -1996.124023 876.726685 45.445301 120.0 99.376213 
RTAXI 1101.065796 1198.632080 10.820313 120.0 186.532928 
RTAXI 1332.702148 1187.777344 10.820313 120.0 5.220465 
RTAXI 1512.932251 1064.224243 10.820313 120.0 90.284073 
RTAXI 1561.883911 989.348999 10.820313 120.0 274.844666 
RTAXI 1679.413208 1267.647461 10.812508 120.0 358.903473 
RTAXI 1976.759766 1267.617554 10.820313 120.0 358.903473 
RTAXI 1981.046143 1413.637939 9.257813 120.0 270.129242 
RTAXI 1916.509521 1458.830200 10.820313 120.0 175.178574 
RTAXI 1974.161621 1707.883545 10.820313 120.0 3.365526 
RTAXI 1607.525757 1867.720947 10.820313 120.0 3.365526 
RTAXI 1624.028320 2089.644043 10.671875 120.0 103.433685 
RTAXI 1645.654419 2178.906250 10.820313 120.0 177.693405 
RTAXI 1561.830566 2203.748779 10.820313 120.0 276.100098 
RTAXI 1561.764771 2339.417969 10.820313 120.0 276.100098 
RTAXI 1381.885864 2349.641602 10.820313 120.0 276.100098 
RTAXI 1360.576294 2595.219727 10.812517 120.0 187.139008 
RTAXI 1538.894043 2791.108643 10.812517 120.0 271.260010 
RTAXI 1801.024048 2718.750977 10.820313 120.0 175.654190 
RTAXI 2172.905518 2778.869385 10.820313 120.0 175.654190 
RTAXI 2315.438232 2718.708496 10.820313 120.0 175.654190 
RTAXI 2316.546143 2518.840088 10.820313 120.0 175.654190 
RTAXI 2277.884766 2130.941895 10.820313 120.0 0.489904 
RTAXI 2466.676514 2130.991455 10.820313 120.0 0.489904 
RTAXI 2415.036621 2155.176025 10.820313 120.0 192.876373 
RTAXI 2571.627686 2118.892090 10.820313 120.0 192.876373 
RTAXI 2421.850586 1296.269287 10.820313 120.0 277.016052 
RTAXI 2467.447266 1067.636475 10.820313 120.0 12.310381 
RTAXI 2152.428955 1198.926636 10.820313 120.0 187.420059 
RTAXI 2181.866943 1294.124023 10.820313 120.0 280.093811 
RTAXI 2157.627197 1538.821899 10.820313 120.0 181.273193 
RTAXI 2141.115723 1767.572266 10.820313 120.0 1.830455 
RTAXI 2287.926758 1898.658325 10.820313 120.0 197.037033 
RTAXI 2423.647949 2004.116577 10.820313 120.0 90.347023 
RTAXI 1921.715576 2203.990479 10.820313 120.0 270.185730 
RTAXI 1721.719604 2219.048096 10.820313 120.0 270.185730 
RTAXI 1701.689209 1959.425903 10.820313 120.0 270.185730 
RTAXI 2447.680176 -1937.768311 13.539130 120.0 0.000000 1 
RTAXI 2522.045410 -1772.702271 13.546838 120.0 273.595184 1 
RTAXI 2775.433350 -1961.020386 13.546875 120.0 104.944374 1 
RTAXI 2648.940430 -1627.338989 10.881923 120.0 96.599434 1 
RTAXI 2428.816895 -1250.707031 23.834900 120.0 191.189667 1 
RTAXI 2376.728027 -1210.396484 27.429649 120.0 96.247200 1 
RTAXI 2361.748291 -1518.361450 24.000038 120.0 188.990494 1 
RTAXI 2556.791992 -1468.199585 24.009344 120.0 93.424248 1 
RTAXI 2185.587402 -1014.345093 62.819958 120.0 355.996185 1 
RTAXI 2236.602051 -1144.329346 25.796900 120.0 355.996185 1 
RTAXI 2087.539795 -1917.585205 13.546838 120.0 92.365677 1 
RTAXI 1967.450195 -2095.573486 13.554333 120.0 92.267159 1 
RTAXI 1908.670654 -1926.578491 13.546850 120.0 190.527740 1 
RTAXI -2081.361816 -47.513393 35.275669 120.0 98.932144 1 
RTAXI -2185.803223 314.560333 35.320313 120.0 6.374480 1 
RTAXI -2324.667236 -184.684525 35.320313 120.0 188.719467 1 
RTAXI -2598.560791 60.367428 4.335942 120.0 103.709122 1 
RTAXI -2671.961426 -76.167366 4.335940 120.0 2.328682 1 
RTAXI -2431.029541 416.057831 35.125664 120.0 38.493996 1 
RTAXI -2426.927246 104.448944 35.171902 120.0 271.667847 1 
RTAXI -2496.500488 2336.891846 4.983923 120.0 182.715271 1 
RTAXI -2338.797363 2366.648926 5.543405 120.0 57.751614 1 
RTAXI -104.825066 1092.394165 19.742201 120.0 359.747040 1 
RTAXI -201.470398 1066.830811 19.742212 120.0 281.146332 1 
RTAXI 1047.219604 1367.451782 10.812508 120.0 0.754396 1 
RTAXI 1028.042114 1807.251709 10.820313 120.0 0.000000 1 
RTAXI 1548.285156 2179.006836 10.820313 120.0 184.442886 1 
RTAXI 1659.240723 2267.272217 10.820313 120.0 4.778018 1 
RTAXI 1948.931274 2277.215332 10.820313 120.0 4.778018 1 
RTAXI 2004.015991 2399.011719 10.820313 120.0 178.245834 1 
RTAXI 2498.859131 2130.642578 10.820313 120.0 0.000000 1 
RTAXI 2530.458984 1947.285034 10.820313 120.0 0.000000 1 
RTAXI 2238.179932 2027.672852 10.820313 120.0 191.697006 1 
RTAXI 2433.300781 1743.464844 10.820313 120.0 93.338409 1 
RTAXI 2471.408447 1619.013062 10.820313 120.0 186.708878 1 
RTAXI 2492.136230 1367.444946 10.820313 120.0 10.386268 1 
RTAXI 2601.800293 1231.020386 10.820313 120.0 278.154175 1 
RTAXI 2514.685791 958.772034 10.820313 120.0 183.729126 1 
BDANC 461.615417 -1788.876221 5.546873 100.0 0.0    
BDANC 1126.369263 -1548.739136 22.749037 100.0 173.0
BDANC 1322.494507 -1161.550903 23.828125 100.0 173.0
BDANC 2658.533203 -1643.755737 10.860694 100.0 274.0
BDANC 2304.314453 -1402.599731 23.981951 100.0 99.0 
BDANC -2223.258789 288.498474 35.320301 100.0 184.0 
BDANC -2871.746094 438.783966 4.954433 100.0 89.0   
BDANC -2639.014160 1236.70117 50.935326 100.0 13.0 
BDANC -1523.039795 808.847412 7.187500 100.0 100.0  
BDANC 1450.401978 2267.481934 11.023438 100.0 80.0  
BDANC 1028.485840 1713.860352 10.820313 100.0 69.0  
BDANC 1763.930054 -1098.497925 24.085985 100.0 187.0
BDANC 2799.1042 -2032.9086 13.5547 120.0 0.0
BCHPT 527.0 -1930.0 4.0 220.0
BCHPT 2872.0 -2157.0 4.0 220.0
APCRW 1876.8 -2428.4 20.0 190.0 0
APCRW -1430.6 -109.5 20.0 190.0 1
APCRW 1555.3 1551.8 20.0 190.0 2
AIRPL 1.0 1.0 100.0 5000.0 0
AIRPL 1.0 1.0 100.0 5000.0 1
AIRPL 1.0 1.0 100.0 5000.0 2
AIRPL -77.0 -65.0 30.0 1200.0 3
HELIS 1758.0 -1493.0 80.0 2000.0 0
HELIS -2045.0 635.0 120.0 2000.0 1
HELIS 1882.0 2201.0 100.0 2000.0 2
HELIS -791.0 1801.0 120.0 4000.0 3
HELIS -1439.0 -2190.0 37.0 2000.0 4
GANGM 2776.4 -1618.9579 10.9219 130.0 126.0 5.0
GANGM 2586.9 -1322.9648 40.15 100.0 282.0 2.0
GANGM 2606.1079 -1399.6382 35.4313 100.0 202.6 5.0
GANGM -2440.0417 1037.5153 50.3966 150.0 72.4463 3.0
GANGM 2334.3657 -1947.8529 13.5766 130.0 252.09 2.0
GANGM 2400.7 -1470.9487 23.9517 130.0 79.8043 2.0
GANGM 2393.7285 -1221.4988 26.7575 130.0 17.9205 2.0
GANGM 2422.3008 -1369.8867 24.6199 130.0 98.5812 2.0
GANGM 2497.3394 -1309.3268 34.8606 130.0 101.268 2.0
GANGM 2681.9048 -1330.6863 42.8672 130.0 304.2865 2.0
GANGM 277.1405 -1458.2876 28.1935 130.0 305.7696 2.0
GANGM 2332.2808 -1264.0349 27.9693 130.0 242.4992 2.0
GANGM 2678.281 -1109.2026 69.3422 130.0 131.5548 2.0
GANGM 2512.3181 -1468.3558 24.0178 130.0 108.8145 2.0
GANGM 2104.9512 -1262.2372 23.9953 130.0 265.1459 2.0
GANGM 2539.8691 -1232.2806 43.6562 130.0 2.1235 2.0
GANGM 2337.9639 -1320.3776 24.0991 130.0 150.7782 2.0
GANGM 2167.3132 -1609.5228 14.3505 130.0 354.7369 2.0
GANGM 2114.2124 -1725.0238 13.5516 130.0 236.4757 -2.0 
GANGM 2092.3623 -1194.7506 23.8622 130.0 262.9299 -2.0 
GANGM 820.3493 -1010.8776 27.8295 130.0 342.3139 2.0
GANGM 1208.198 -984.7172 43.4766 130.0 328.8403 2.0
GANGM 1423.0006 -1314.1473 13.5547 130.0 350.2873 2.0
GANGM -2291.0549 170.325 35.3056 130.0 126.4718 2.0
GANGM -2446.791 -85.5493 34.1741 130.0 167.6756 2.0
GANGM -2454.4248 -25.6718 32.8047 130.0 24.011 2.0
GANGM -2126.5164 -39.7141 35.3281 130.0 119.1087 2.0
GANGM -2534.0581 -56.9928 21.2187 130.0 78.2185 2.0
GANGM -2654.7317 -162.2149 4.0815 130.0 350.9778 2.0
GANGM -2310.6919 -27.0576 35.3203 130.0 241.7802 2.0
GANGM -2188.8464 368.9594 35.3203 130.0 94.2456 2.0
GANGM -2060.3855 -44.2837 35.3281 130.0 260.8075 2.0
GANGM -2178.3425 638.0066 49.4375 130.0 246.0808 2.0
GANGM -2207.6921 717.3153 49.4127 130.0 183.4136 2.0
GANGM -2102.2366 657.899 52.3671 130.0 67.7925 2.0
GANGM -2158.4026 657.0683 52.3785 130.0 29.0955 2.0
GANGM -2209.9717 582.2684 35.164 130.0 346.6384 2.0
GANGM -2289.2605 580.7902 35.1671 130.0 71.7092 2.0
GANGM -1981.9678 481.4886 29.0156 130.0 172.9405 2.0
GANGM -2300.2227 1155.9583 53.5469 130.0 171.5311 2.0
GANGM -2179.3777 1228.3368 33.9297 130.0 177.5311 2.0
GANGM -1731.9623 1247.2589 7.5469 130.0 222.4951 2.0
GANGM -1708.4735 1207.7311 25.109 130.0 26.347 2.0
GANGM -1681.5336 1097.8643 54.7032 130.0 190.0652 2.0
GANGM -1630.9395 895.9858 10.3445 130.0 172.5418 2.0
GANGM -1828.9192 641.0576 30.4313 130.0 349.7101 2.0
GANGM 2014.3519 2311.1521 10.8203 130.0 332.1869 2.0
GANGM 1949.8857 2328.6851 10.8203 130.0 249.4895 2.0
GANGM 2508.2766 2291.2607 10.8203 130.0 81.1176 2.0
GANGM 2259.3918 2325.7693 10.8203 130.0 144.8815 2.0
GANGM 2359.7246 691.0657 11.4604 130.0 166.995 2.0
GANGM 2570.04 1147.3519 10.8203 130.0 286.8593 2.0
GANGM -2484.8599 66.4415 25.624 130.0 153.8718 2.0
GANGM -2461.5654 -161.4013 25.78 130.0 274.6628 2.0
GANGM -2707.8394 1331.145 7.0387 160.0 344.6468 2.0
GANGM 1984.2954 -2062.947 13.3728 130.0 243.1363 -3.0 
GANGM 1918.3284 -1884.1332 13.5176 130.0 95.4219 3.0
GANGM 2108.4146 -1937.9558 13.5469 130.0 90.2753 3.0
GANGM 2497.9827 -2026.427 13.5469 130.0 179.1296 3.0
GANGM 2730.0496 -1935.947 13.5394 130.0 268.2505 3.0
GANGM 2860.5461 -2017.6365 10.9346 130.0 356.9258 -3.0 
GANGM 2106.2542 -1367.3185 23.9844 130.0 1.0698 3.0
GANGM 2228.0508 -1351.0767 23.9859 130.0 272.2995 -3.0 
GANGM 2166.1 -1505.9897 23.9272 130.0 170.0912 3.0
GANGM 2396.6536 -1543.2406 24.0 130.0 181.0119 -3.0
GANGM 425.014 -1802.1473 5.5469 130.0 90.8439 -3.0 
GANGM 1132.9683 -1689.4379 13.7074 130.0 90.374 -3.0 
GANGM 2148.8279 -1166.234 23.8204 130.0 89.6637 3.0
GANGM 2205.6541 -1157.1105 25.7372 130.0 89.928 3.0
GANGM 1976.4399 -1692.1233 15.9688 130.0 89.2076 3.0
GANGM 2163.7876 -1792.9114 13.3593 130.0 87.798 3.0
GANGM -2512.6887 359.4404 35.1171 130.0 63.8284 3.0
GANGM -2412.1384 944.9393 45.328 130.0 89.8828 3.0
GANGM -1861.1338 -175.7697 9.2355 130.0 86.9771 3.0
GANGM -2043.0598 1228.3384 31.6484 130.0 265.3985 3.0
GANGM -1638.2946 1296.8357 7.0353 130.0 315.243 3.0
GANGM -1753.3103 88.9361 3.5547 130.0 182.4119 3.0
GANGM -2487.979 2291.3616 4.9844 130.0 91.7009 3.0
GANGM 1539.2728 2258.1467 10.8203 130.0 358.9539 3.0
GANGM 1906.8057 2103.4595 10.8203 130.0 0.9904 3.0
GANGM 2351.7932 1412.1907 10.8281 130.0 270.0362 3.0
GANGM -2052.7463 1143.2521 45.4453 130.0 180.3255 -3.0
GANGM 2809.4668 -1832.0667 9.9214 130.0 267.7805 -5.0 
GANGM 1782.1676 -1692.2816 13.4536 130.0 270.7586 5.0
GANGM 681.2307 -1544.5919 14.8604 130.0 270.6759 -5.0 
GANGM 2594.6536 -1110.6455 67.4768 130.0 137.5316 5.0
GANGM 2468.8547 -1553.973 24.0026 130.0 183.0519 5.0 
GANGM 1977.0724 -1580.5591 13.5945 130.0 37.664 5.0
GANGM 1205.9709 -1112.4998 24.6348 130.0 25.8676 5.0
GANGM -1707.7438 387.5233 7.1872 130.0 31.8294 5.0
GANGM -2636.5232 1341.8943 7.1473 130.0 104.8371 -5.0 
GANGM -2146.8909 -461.7675 35.3359 130.0 134.2913 5.0
GANGM 1595.3566 2251.8757 10.8203 130.0 110.9716 5.0
GANGM 1857.4005 2242.5181 10.8203 130.0 178.6521 5.0
GANGM 1979.2363 2465.6843 10.8204 130.0 87.048 5.0
GANGM 2069.251 2225.5386 10.8203 130.0 358.3504 5.0
GANGM 2392.7966 993.8829 10.8203 130.0 270.0363 5.0
GANGM 2275.168 2062.3293 10.8203 130.0 0.1333 5.0
GANGM 2090.7285 -1576.9371 13.2313 130.0 8.4485 5.0
GANGM -2186.7129 971.7498 80.0 130.0 180.5054 5.0
GANGM 2697.1685 -1112.4136 69.5 100.0 30.0 3.0
BALCO 169.200455 -1769.294556 11.315116 100.0 190.729172 0
BALCO 169.239182 -1758.778198 11.182007 100.0 12.088432 1
BALCO 264.035666 -1766.564888 7.4297777 100.0 179.6985 5
BALCO 491.266602 -1621.443726 38.434177 100.0 11.458365 1
BALCO 462.343628 -1622.862061 42.448521 100.0 3.844308 2
BALCO 513.217285 -1646.466187 34.388184 100.0 243.719925 5
BALCO 313.228058 -1543.901245 47.656605 100.0 252.549942 0
BALCO 331.835907 -1513.383545 44.546791 100.0 202.751633 5
BALCO 335.993333 -1409.224777 32.532222 100.0 201.526672 4
BALCO 462.134949 -1340.176392 24.242201 100.0 33.007015 5
BALCO 494.406006 -1159.990479 71.627335 100.0 203.852829 5
BALCO 1502.458496 -687.002258 99.182434 100.0 190.814850 0
BALCO 972.503174 -865.382263 95.566299 100.0 190.814850 5
BALCO 981.267639 -784.590576 108.737823 100.0 217.680115 5
BALCO 988.874878 -673.700134 125.557640 100.0 29.660200 6
BALCO 587.020996 -1160.674072 53.180122 100.0 211.808578 5
BALCO 316.476624 -1165.250122 85.125000 100.0 248.571335 1
BALCO 255.196350 -1216.479126 79.685905 100.0 228.719406 0
BALCO 249.396072 -1274.429321 78.178085 100.0 38.281380 6
BALCO 289.671906 -1138.333618 85.125000 100.0 38.215969 0
BALCO 894.202271 -1514.258301 18.536179 100.0 185.279160 0
BALCO 814.624084 -1505.468262 18.527981 100.0 349.836914 6
BALCO 784.677002 -1448.063354 19.464544 100.0 273.990326 1
BALCO 1177.819824 -1266.251709 18.943695 100.0 198.770859 0
BALCO 2052.019043 -1290.772095 29.735472 100.0 281.994720 0
BALCO 2043.616577 -1328.321899 33.374107 100.0 170.254150 1
BALCO 2750.560791 -1217.130981 68.293221 100.0 81.440422 6
BALCO 2756.495605 -1182.627930 73.819206 100.0 357.057373 1
BALCO 2805.347412 -1245.673096 53.474728 100.0 170.879883 5
BALCO 2783.159912 -1326.078735 38.953087 100.0 275.058655 7
BALCO 2807.397217 -1350.475830 32.201031 100.0 102.154900 0
BALCO 2852.439941 -1342.882690 17.020348 100.0 272.097076 5
BALCO -2734.914063 -15.607164 7.201044 100.0 0.000000 5
BALCO -2735.718994 -88.285088 10.203278 100.0 16.462322 0
BALCO -2776.756104 182.507401 10.060454 100.0 151.793320 8
BALCO -2677.147217 924.837646 83.171898 100.0 82.472885 5
BALCO -2199.851074 723.656433 70.545227 100.0 0.000000 8
BALCO -2276.800537 931.341797 91.452850 100.0 271.819366 7
BALCO -2079.992432 977.103027 70.374977 100.0 168.510422 6
BALCO -2015.784302 898.056030 55.389023 100.0 275.559662 1
BALCO -1982.781006 1188.746704 57.229027 100.0 175.314392 5
BALCO -1949.603394 1188.874268 67.180725 100.0 184.365936 7
BALCO -1993.272827 1274.013916 14.384890 100.0 14.983143 5
BALCO -2432.620850 815.942078 47.178368 100.0 194.668503 0
BALCO -2476.977051 815.731873 51.404858 100.0 178.578476 1
BALCO 2542.044678 724.611755 14.852466 100.0 0.000000 0
BALCO 2655.106201 739.461121 14.730660 100.0 93.719788 1
BALCO 2520.910400 752.637085 14.762779 100.0 93.719788 1
BALCO 2649.699219 708.566711 14.818074 100.0 187.458542 5
BALCO 2533.351807 1395.988525 14.942122 100.0 282.695496 5
BALCO 2480.761475 1432.906494 14.942121 100.0 189.877625 1
BALCO 2438.747070 1400.437866 15.105192 100.0 80.796581 0
BALCO 2450.964355 1457.819092 14.942121 100.0 0.660051 8
BALCO 2536.069824 1097.350586 16.109364 100.0 98.915367 0
BALCO 2810.279785 2089.837402 13.211911 100.0 80.216125 1
BALCO 2829.520996 2129.292236 14.658484 100.0 184.653015 1
BALCO 2799.429443 2232.741211 14.729236 100.0 274.708191 6
BALCO 2826.669678 2279.986816 14.782658 100.0 17.155565 0
BALCO 1696.033691 1980.895874 13.291219 100.0 275.300873 1
BALCO 1660.033325 1887.937988 13.357173 100.0 182.287888 6
BALCO 1516.189453 1887.855957 13.383547 100.0 184.028961 6
BALCO 1564.311768 1935.431152 13.409560 100.0 184.028961 6
BALCO 1653.508667 1976.225342 13.351007 100.0 184.028961 1
BALCO 1685.620117 1911.582275 13.373497 100.0 3.586596 6
BALCO 1591.512085 1887.767944 13.388381 100.0 193.813217 0
BALCO 1553.876587 1993.470215 14.685781 100.0 274.985474 3
BALCO 1464.664795 2021.833862 14.803264 100.0 194.481613 0
BALCO 1419.336182 2006.540039 14.814374 100.0 272.397919 5
BALCO 1403.091675 1993.691895 14.675982 100.0 88.639938 1
BALCO 1958.256958 2630.223145 13.486533 100.0 12.004083 0
BALCO 1928.879395 2630.148193 13.375131 100.0 22.029142 6
BALCO 1778.925171 2634.493408 13.484282 100.0 99.861443 7
BALCO 1797.775513 2589.494873 13.494884 100.0 19.803371 0
BALCO 1877.587280 2647.206299 13.228474 100.0 189.737610 1
BALCO 1796.287720 2565.697021 13.473831 100.0 179.860947 7
BALCO -1824.91377 540.7522222 150.81255 100.0 300.860947 4
BALCO 1039.221313 -1058.687012 37.514328 100.0 0.000000 7
BALCO 1098.356934 -1021.711060 37.451374 100.0 181.979370 5
BALCO 1238.729126 -1020.829834 36.314724 100.0 181.979370 3
BALCO 1295.272705 -907.459106 46.666206 100.0 181.979370 7
GUARD -2622.7 1413.1808 7.0937 100.0 193.9436 4.0 0
GUARD -2765.3262 378.946 6.3392 100.0 270.0465 6.75 1
GUARD -2001.0995 -1022.2363 32.1719 100.0 0.2122 26.8 1
GUARD -2551.8296 191.1736 6.0469 100.0 103.858 4.1 0
GUARD -1884.37 822.8395 35.1704 100.0 44.9322 5.0 1
GUARD -1967.751 639.1638 46.5625 100.0 0.2329 24.6 1
GUARD -2055.1582 464.5152 35.1719 100.0 303.3032 8.3 1
GUARD 476.1772 -1498.8275 20.481 100.0 261.5775 0 0
GUARD 1248.1842 -1130.927 23.8343 100.0 179.4866 8.6 0
GUARD 1469.0051 -1179.8969 23.8502 100.0 43.5005 6.3 1
GUARD 1569.5345 -1334.8754 16.4844 100.0 314.1911 0 1
GUARD 1550.4052 -1272.3845 17.4062 100.0 129.8018 10.6 1
GUARD 1311.9371 -1368.3252 13.5503 100.0 180.2608 0 1
GUARD 1412.8435 -1698.3531 13.5395 100.0 234.0083 0 1
GUARD 1477.2837 -1772.053 18.7957 100.0 359.8463 7.4 0 1
GUARD 1798.7653 -1575.7301 14.0625 100.0 221.6506 0 0
GUARD 1836.7574 -1677.7225 13.3346 100.0 104.0049 0 0
GUARD 1457.851 2775.0959 10.8203 100.0 275.2781 0 0
GUARD 2245.9839 2524.4678 10.8203 100.0 178.1671 0 0
GUARD 2372.7729 2169.4917 10.8248 100.0 130.4068 0 0
GUARD 2314.2061 2114.2358 10.8281 100.0 0.4192 8.2 0
GUARD 2505.1416 2120.6758 10.8399 100.0 0.2743 0 0
GUARD 2169.1685 2163.5532 10.8203 100.0 149.2891 0 0
GUARD 2238.2451 1282.8827 10.8203 100.0 90.2486 0 1
GUARD 2184.4888 1109.8685 12.6485 100.0 62.9186 8.3 1
GUARD 1474.2183 2249.9526 11.0234 100.0 316.7094 0 0
GUARD 2505.4094 1243.4186 10.8203 100.0 0.0 0 0
GUARD 2423.2837 -1219.7682 25.5225 100.0 180.0 0 0
PATRL 2183.6855 -2308.5764 15.8443 80.0 1
PATRL 1704.5803 -1888.0381 14.6327 80.0 2
PATRL 897.7939 -946.7935 44.9697  80.0 3
PATRL 988.5548 -673.5109 122.8915 80.0 4
PATRL 1477.5994 -701.5906 96.0735 140.0 5
PATRL 301.7142 -1109.5839 86.2424 110.0 6
PATRL 184.8684 -1339.6755 66.573 80.0 7
PATRL 923.971 -1232.9097 20.4669 110.0 8
PATRL -486.743 -548.5386 22.6248 140.0 9
PATRL -1048.0677 -574.321 33.6933 140.0 10
PATRL -1052.3049 -670.4463 34.5131 140.0 11
PATRL -2134.1116 -868.2222 34.0645 140.0 12
PATRL -1955.8568 -790.1295 33.571 140.0 13
PATRL -1962.3435 -918.863 31.8849 140.0 14
PATRL -2467.9377 473.7928 28.4361 140.0 15
PATRL -2449.6782 569.4174 22.3216 140.0 16
PATRL -1890.0306 1024.2069 46.8943 110.0 17
PATRL 230.0332 1410.772 11.6878 140.0 18
PATRL 208.5765 1435.994 12.8232 140.0 19
PATRL 1364.3395 1134.3558 11.0767 140.0 20
PATRL 1423.1399 1045.3896 11.3009 140.0 21
PATRL 1685.6221 958.7127 11.3441 140.0 22
PATRL 1343.7913 1584.6995 11.3488 140.0 23
PATRL 1406.8296 2054.3687 12.3372 140.0 24
PATRL 1123.8848 1915.5424 11.8472 140.0 25
PATRL 982.3502 2113.9788 12.0173 80.0 26
PATRL 1463.1995 2367.9932 11.1028 110.0 27
PATRL 2333.6309 2755.9119 12.3253 110.0 28
PATRL -2617.5789 -266.1334 12.4578 140.0 29
PATRL 1662.0253 725.2427 12.2191 110.0 30
CHFFR 547.1249 -1473.8879 14.7649 140.0 2.0 1
CHFFR 610.3292 -1450.0389 14.2561 140.0 179.0 0
CHFFR 1026.2999 -980.8042 42.7231 140.0 276.0 0
CHFFR 1556.4426 -1793.5111 13.5469 140.0 179.0 0
CHFFR 2817.071 -1087.2397 30.7417 140.0 180.0 1
CHFFR -2792.5444 -337.7732 7.1821 140.0 272.0 1
CHFFR -2413.6082 330.335 34.9755 140.0 153.0 1
CHFFR -2455.8467 138.8454 34.9609 140.0 225.0 1
CHFFR 2125.6604 2356.6091 10.6719 140.0 91.0 1
CHFFR 2034.2504 1911.9141 12.1783 140.0 180.0 1
CHFFR 2196.3142 1286.217 10.8203 140.0 1.0 1
CHFFR 2039.4633 1163.7793 10.6719 140.0 177.0 1
OFFRD -2462.0 -1741.0 440.0 250.0 0
OFFRD -2794.0 -1719.0 140.0 200.0 1
OFFRD -2572.0 -1857.0 260.0 200.0 2
OFFRD -701.4 -2095.0 30.1 300.0 3
OFFRD -330.8 -1147.7 45.0 250.0 4
OFFRD -1445.5 -1089.3 140.0 250.0 5
OFFRD 888.562 212.0813 33.2 300.0 6
OFFRD 2611.9 -584.8 86.1 300.0 7
OFFRD -987.4 1534.9 33.2 300.0 8
GRPMT -2557.4902 -1104.8663 175.5799 160.0 0
GRPMT -2405.2354 -1955.0614 303.4655 160.0 1
GRPMT -2374.1809 -2186.4478 33.4127 160.0 1
GRPMT -2378.0676 -1389.3828 359.3215 160.0 0
GRPMT -1725.5033 2435.3923 69.045 160.0 1
GRPMT -1970.882 2268.9092 18.1278 160.0 1
GRPMT 2029.2623 -526.4877 78.7758 160.0 2
GRPMT -1294.6794 -2183.0046 20.9078 180.0 2
GRPMT -669.5978 -824.5604 98.3726 120.0 0
End

# [script name] [x] [y] [z] [radius] [area id] [optional args]

IN
IGANB 502.0 -75.0 998.0 50.0 11
IALHA 491.0 -14.0 1000.0 50.0 17
ISFSC -2034.0 -115.0 1035.0 50.0 3
ISWEP 376.719666 -132.407852 1001.492188 40.0 5 335.9
ISWEP 376.184784 -7.907923 1001.851563 40.0 9 0.0
ISWEP 363.446716 -58.140099 1001.507813 40.0 10 75.4
ISWEP 205.475967 -4.698980 1005.210938 40.0 5 29.0
ISWEP -28.483370 -11.197046 1003.557251 40.0 4 340.1
ISWEP -15.915634 -86.431473 1003.546875 40.0 18 259.8
ISWEP -20.079691 -55.684719 1003.546875 40.0 6 353.2
IFOOD 374.8544 -126.2649 1001.4995 30.0 5 1
IFOOD 368.789 -6.857 1001.8516 30.0 9 2
IFOOD 368.5266 -70.3181 1001.5078 40.0 10 3
End

# [script name] [model name] [chances]

OBJ
TABL1 kb_chr_tbl_test 30
TABL1 parktable1 30
TABL1 dyn_table_2 30
LOUG1 lounger 40
LOUG1 lounge_towel_up 70
